gene_id	seed_gene_involved	interactions_seeds_ids
401285	F	6953,56850,140290,131450,7110
51588	F	28986,3601,11100,1195,9044,3665,10912,2175,4092,10241,2122,1107,56934,10475,55215,9063,3920,3093,9669,87,83637,1445,11244,10915,6047,-,3191,226,4091,672,10133,55660,4088,6304,2177,3090,6457,3172,4086,9656,14460,5144,580,5987,57473,353134,148022,6498,403341,3065,6591,26227,9870,1994,3187,5324,2066,6613,55791,7329,10989,10474,3875,22954,9659,5590,51176,84557,26135,7158,7341,5104,43740578,4946,51131,3064,7153,142,5888,3661,7428,5141,1052,4747,4087,3615,51455,9735,2495,2113,7052,9183,8517,3837,55183,4089,367,3066,8924,6925,7157,2101,5764,155061
83446	F	26121,57085,3315,89885,8834,9564,171483,10594,140290,9053,26000,2801,55850,58191,27302
3223	F	79155,7040,1489680,5795,11200,3187,3146,3480,324,8412,2263
5589	F	7706,2932,7421,26953,5798,43740568,811,4961449,582,2130,11140,84986,672,5034,54870,6647,192254,330,9820,401387,85440,10531,80267,3301,4914,1080,51566,89869,83892,79600,65018,52696,26123,1327,3014,201627,440279,5195,5791,80777,2631,155971,57733,87178,10551,55582,55333,1763,379,27248,55848,10775,9040,3309,162466,23193,55705,701,51593,2194,7846,43740577,55177,80728,5997,22820,125972,43740578,6194,7184,7385,9972,23116,821,81704,200162,7277,43740569,25896,92421,7249,51608,3018,1949,10381,63977,197258,3939,360030,2817,10606,51434,5788,6790,5800,5479,5071,1528,25962,2099,1756,11001
55666	F	7706,8266,5664,79065,26043,51569,10236,7415,43740573,3190,7337,5031,80173,158,5887,10206,4214,337867,3191,55197,3995,6741,145389,10482,201626,10054,4722,2752,4171,5315,7317,4914,83795,23607,57664,4234,79989,84236,8945,2023,83892,6241,91544,65018,112936,10410,9343,4792,9775,80021,1994,4000,1797,2342,6835,1639,54545,5792,136319,112399,2074,5894,7993,84919,10611,993,29978,57520,4343,3003,7353,56150,2521,54919,43740574,64965,43740578,23197,440,10246,58490,144245,5794,127733,1588,80210,821,7048,83932,43740569,8301,29920,10712,7316,9322,10487,51035,30011,55432,3749,7982,57154,9830,10226,1810,145508,55829,267,60681,10785,10945,1489671,9801,55224,11124,2617,79058,132,80124,258010,875,43740570,10211,9401,154,6727,80700,10055,8975,130617,43740571,91039,55968,4026
11116	F	80254,200081,60485,11215,65110,23093,29079,55012,5862,145173,51792,2932,56897,10181,6883,2107,9662,11234,401548,57221,51517,5515,55917,12009,158,128387,85459,6277,165055,60412,3191,10011,672,3912,10142,254863,55898,26057,10111,54862,84318,197335,3633,4961526,93323,131544,65244,22837,11158,23336,3801,8654,55577,18749,23138,7408,1785,5108,7514,89796,9859,166,80184,6427,5518,1075,9231,57470,80817,22994,64837,57536,641,84292,9857,74081,55604,84984,80099,114799,54468,117178,55690,89953,729440,6829,9611,84219,2799,4067,343099,2908,27333,51138,2873,84131,3831,55755,28981,30849,43740578,6566,8165,55722,19087,54535,55140,123811,25,8915,4361,51199,689,26010,6789,91607,4957,5516,8878,1489680,653269,23746,232339,163786,8767,3431,55740,5347,132320,22995,381644,145508,10141,25843,8100,153241,9851,90580,10943,22981,11116,57534,404734,80223,75296,79871,84902,71710,285282,55081,5567,5576,93594,79848,64770,10464,51008,23307,23598,7267,6788,152185,117177,55094,8481
10175	F	390212,6570,85027,4988,339302,51006,2207,200232,363,63027,55379,79922,2867,345274,342900,51614,375743,973,56947,1727,1366,493869,199675,963,149345,638,2124,11237,120939
10973	F	3052,9554,4799,66489,14254602,983,55366,6187,90850,6176,1107,9908,55832,55716,23609,58517,83987,51755,85459,4609,115004,10726,123169,8556,10988,84164,5777,10482,4851,6188,972,7514,4914,9859,57664,8667,11060,81550,6780,2023,6498,23335,28960,60561,51547,8328,997,3428,9325,5728,26986,55054,27154,80349,7182,23774,9513,1763,1844,6728,5831,7059,4343,57520,10155,55601,1654,43740578,2100,10146,689,66661,81910,7316,10605,2193,29117,81844,51360,51633,221120,145508,8665,57534,10973,79782,10127,6657,55850,9401,51008,57545,25962,2099,8729
1716	F	3009,3208,9892,6854,6812,491,9201,51560,794,51499,10570,79155,5864,2775,1759,6853,54331,6844,202915,1666,1809,7263,55207,492,1917,171483,2824,112755,8340,2776,2036,83988,287,5604,301,5829,1400,25870,51110,26059,51218,1996,495,6855,6620,1641,10059,136319,3981,273,5534,6857,79012,3897,6622,1272,274,51552,56896,6804,1808,63908,4684,528,83442,815,4133,6616,7447,3241,816,6451,50863,51287,1633,6902,1716,2891,57468,51440,22924,10085,1012
55859	F	4188,266740,9530,10178,4975,5781,3881,375791,27252,4101,1485,207,4804,2932,841,246100,51343,5076,4089,3885,55294,4223,23440,4848,5728,9463,11200,8412,2263,56159
875	F	9146,850998,8662,5300,9205,855532,57580,51068,3658,4771,55011,9411,23092,6499,9063,7334,7411,5887,5573,162,1616,5801,79876,89839,283987,79711,25980,330,7168,10054,18,5315,89910,856924,4914,10087,57664,9743,11060,26086,9493,6780,1017,833,51507,850798,855428,9343,90678,3336,851502,852564,10427,84520,9513,55093,7329,112399,10611,4942,8535,10155,7360,8554,5571,851676,1488,440,4924,57120,856076,22872,56965,1491,3376,856734,6615,7316,852364,1915,53347,55611,28988,10226,5859,11321,2909,5036,10131,55666,1962,51071,6251,58478,23390,875,9401,6727,5682,852551,3297,10048,10401,853504,30001,51534
23020	F	55234,267010,54542,8726,2335,4799,9055,56339,24148,1408,4163,8110,27232,10286,22938,9636,10181,50636,53916,155871,4691,149041,84138,10236,6625,5300,6787,55366,17246,65986,3146,10771,10112,9782,1107,4904,1108,55622,27339,55832,5701,5437,26121,55011,22944,7412,83987,6627,6936,5903,7112,8607,9968,9416,66877,78986,9584,6637,4609,23451,20227,2290,6047,2130,8175,3183,9736,8148,672,8556,114609,113130,68183,10869,54165,10992,6045,2177,25980,330,69408,6634,11169,741,4961526,3656,9820,10078,5536,10413,324,4171,6117,8239,3607,10421,10735,580,6917,4914,84619,57664,2078,72654,128061,11060,9493,80824,6780,56949,2010,9126,7532,65018,9928,7155,26270,10376,8848,641,28960,51547,9343,60313,51759,2534,79722,10285,84466,9785,23070,9775,55837,5728,71702,26986,57721,6636,83732,94234,3654,2033,124245,80349,10987,2256,7182,10551,6633,23512,79753,100151683,4288,7737,10946,7329,66354,26824,1844,79650,23435,10014,9040,25804,5873,6632,6118,375790,23352,79228,57521,10155,10274,140685,2521,23363,11113,54908,26051,2885,8899,12534,988,3192,54633,6622,63891,23524,55140,59339,70,10291,8065,1026,83743,116143,11319,6628,3676,10075,23450,1374,9128,81572,51741,3091,6638,23063,6426,92421,100288687,7023,23325,192159,10594,2305,57456,10614,9097,29117,3320,1003,83706,2547,56257,10921,10713,3783746,1665,10081,5753,6629,1894,8243,25836,9092,203068,4116,84295,165829,7150,55689,5245,110809,155908,3315,8453,5564,79782,10250,4174,9410,6635,10856,51631,23020,9401,51548,100151684,57695,4520,8452,5071,11338,51340,51691,25962,2186,9129,4287,8359,23383,57819,128866,23244,57132,6119,155061,3178
10211	F	63933,8726,2335,9146,9055,5862,9212,11160,85302,56334,768,7415,29957,286940,10112,93380,4904,14252,3396,79155,3619,10960,75608,27445,83987,10240,84708,54443,6844,5878,6059,10818,12166,11031,115557,12261,6047,115004,56616,50649,58157,-,598,10174,29922,3845,54557,2177,6400,330,6732,9820,10413,7409,64978,574288,54971,66914,1355,9218,1743,5160,57664,6462,23065,9493,999,1627,525,22989,51651,9928,9564,50850,26003,50875,28956,17886,56852,2316,155030,6840,3265,84790,79839,155971,81502,7879,54940,51026,7024,678,19,12488,19345,8350,13877,11132,10456,29956,4124,55970,64969,10159,2319,4363,23363,11113,498,53635,43740578,79135,70928,3064,43740572,5156,6209,54534,5770,11346,2100,10580,4893,821,51199,6560,20479,343578,128308,50804,8301,7316,6281,55138,54708,867,23790,10296,38,10642,12412,7525,104831,11461,1894,950,51474,10994,55362,1329,5710,4726,55666,23392,67809,51291,4627,10447,60492,8402,54407,80179,6834,80700,830,43740571,77579,11338,328,128866,8481,27185
69010	F	25906,6494,119504,84248,10299,25847,6809,246184,8881,8237,8674,80728,29945,64682,996,51434,4478,991,3832,1762,23144,8697,538,3673,4245,9867,51433
23708	F	9877,84243,25980,91746,1993,10605,6643,2935,10643,8761,254887,4343,4678,22907,10642,2107,5930,79837,3416,2017,5962,85364,6470,6472,55011,55132,23049,51366,23196,6642,22794,23367,4686,10533,55421,5976,10576,9060,26986,1198,528,5137,1196,3183,124245,159,6772,132430,135295,6426
84132	F	2235,55125,7316,154796,27292,57418,8895,71890,9790,8349,6696,67857,64848,64949,23210,63931,5356,4193,54460,65993,57470,60488,55211,23524,54880,10240,760,54881,79923,10768,8924,79697,6047,7157,3265,84759,10048,5460,3839,10971,25962,6935,8359,7182,23512,10111
51548	F	200081,2195,7706,4625,128239,2969,5591,9555,56339,10024,4869,10038,9219,57459,10443,155871,8431,84262,7917,2175,3190,9782,1107,1108,79633,8467,8841,7337,8969,829,9620,2001,9778,24137,51366,8607,9968,120114,87,229658,84343,64061,359948,9657,3312,6279,5425,10111,4076,1938,10714,25906,5810,79718,83903,9733,11169,2956,1831,1728,1642,6996,23532,2597,1951,6280,832,54780,56254,22994,51322,9126,3065,5885,3305,9343,58504,7280,10592,57805,7321,2316,5195,256714,10051,24149,4000,1937,7874,3187,3850,5708,9945,24140,317772,6829,1952,64881,554223,100507290,10611,2317,10419,148398,50855,10694,10514,7846,10155,84146,8554,9777,1027,5706,9694,10919,2673,51574,81027,54880,79813,5928,1832,6950,5098,7520,6502,9810,55871,4595,10273,10146,19877,7277,58525,5595,23063,66440,9100,10061,10594,1915,2309,207,84196,4436,10381,23582,2547,10492,3615,69259,5883,389362,8243,6949,4193,5970,64682,57683,996,51434,84220,5931,347688,11124,4331,3306,10856,55112,23020,29843,3066,47,13194,100526737,55300,159195,23598,22948,328,57175,7508,3364,5099,23244,9918,54906
80179	F	170954,283431,7706,9414,5286,4646,7798,22003,26064,55860,26137,9052,4633,10096,399687,23788,55607,60312,7111,3983,54927,4478,829,10094,56990,91624,55218,10095,7464,800,9209,84687,9685,5756,87,4673,54443,7417,10575,4609,56616,23787,1213,-,79901,57506,23403,51512,10133,55898,10043,85464,143872,23242,3326,1432,85439,4644,6494,7168,57584,91137,4008,85440,7082,9026,57664,29766,286262,2017,832,55914,6764,4659,10627,1627,1368,10409,163,10376,1072,57553,5339,3691,2770,4638,50875,10651,1073,4628,4660,3598,1829,2316,6840,10109,92521,90102,283237,10097,9927,9824,1639,5879,54940,1613,10989,7169,126353,140465,5873,10456,2317,23770,81873,5499,29775,55177,2319,71,16570,2040,23094,7170,9919,5261,63891,10634,56993,10540,1211,26030,3113,4637,23603,974,150274,11346,5770,160,55589,2100,115548,93408,9948,79026,8301,57482,4976,3710,2618,5501,55930,83746,54708,7416,23790,65970,2783,4641,10093,64423,4643,120,960,2314,4645,1173,5500,11461,3084,3117,908,950,22998,51474,17913,6709,4627,140807,1601,58478,70405,81,6744,10211,91663,51024,1212,8218,84168,830,26235,23384,2060,6712,57175,89941,128866
8490	F	154,2773,2775,2776,2771,4223,2770
100526737	F	22884,9245,5275,79734,84197,4017,2158,9820,85302,54682,3845,89891,23363,1358,55072,8906,1108,51574,10785,23197,84861,1487,3920,10658,8621,10307,9584,9887,51548,55248,80755,6835,7182,23383,23512,9525
91875	F	817,25980,818,2908,25818,7278,816,133746,10381,115265,57555,5271,7846,285555,221504,10423,266553,81888,64748,203068,2762,55832,347688,367,160428,342096,347733,7280,4609,10739,139324,255394,55346,8452,1994,84790,2033,2099,7277,10987,815
84676	F	8726,8618,79730,114781,10758,203,55592,8027,80345,84449,4604,5837,4609,222234,54014,25850,23623,11112,140691,9921,158234,10542,3609,55827,65251,5315,154865,79921,6191,80111,1158,8468,84924,27229,146434,7321,6237,1937,1499,4288,7568,7709,89882,3430,53918,2873,2027,57213,23557,27063,55679,27178,55900,6443,883,51700,9020,285971,590,1152,7490,2274,10477,58529,343263,7375,3661,4957,84675,7137,90326,59343,8878,7322,4703,9101,7136,10492,9039,403314,3550,80177,8314,3315,1962,5566,5995,10794,4892,10742,65260,389119,80344,10483,4633,55337,51465,2738,7345,8862,85476,79675,4176,3798,27030,79169,59353,4702,79140,25791,57761,3660,10450,51239,1327,2534,64114,54849,246330,3646,1018,27068,148231,7329,7138,90060,51147,4067,283551,1485,8554,26168,163590,115399,27005,8409,64975,246243,9741,9757,7384,133015,1912,5049,64718,170959,80176,80818,3329,79142,51545,55611,27161,12715,80149,79777,115950,7067,3693,9801,2625,23032,9929,1674,339779,84676,4287,7913,84936,4694,10858,23476,114822,9019,22938,4607,4005,7140,100128252,8557,285600,7273,10432,122786,8930,9063,3093,57532,115416,60672,221718,57646,4606,79931,203076,825,84948,653067,8760,55558,9721,833,222255,112597,54904,65057,148413,51329,81576,9499,7290,7323,7134,6418,121536,5166,57535,2553,5465,9808,79970,7347,3397,2318,506,26063,7678,81628,4747,221120,5970,246100,9958,3198,5565,78990,92196,55049,79696,90007,400629,58,55709,10401,8574,54758,79047,51562,55697,373,7334,9700,9099,9767,4624,51377,284618,6540,3481,226,79786,84733,23420,221409,80007,283987,140290,85440,66004,10336,10529,64105,6722,83719,388324,3908,10245,84108,54507,6009,55106,29995,23087,7874,2887,6613,79676,8189,9729,57102,10691,284440,55769,25894,137492,4354,54544,8078,92552,5162,6015,5434,64787,815,7249,78995,9975,126295,91782,55432,513,84727,8396,7135,57159,51530,7336,148581,5710,3308,116092,90933,92565,8975,255758,10536,80863,253827,139081
2214	F	2215,23413,10981,2710,56925,6850,2209,4627,9810,3932,952,274,325,6275,7597,6464,5578,5584
219333	F	7316,10605,3609,388951,4851,91833,8349,1659,94086,23279,8338,23239,64689,10713,10635,127544,79084,27040,57599,2885,30813,4193,50852,64854,80232,83737,367,1762,23432,26094,51377,23035,51150,868,57506,3187,338917,7535
83468	F	440563,5768,662,25834,781,79414,55005,1136,4311,9451,3309,2523,1445,56548,9978
1977	F	1974,4799,56339,823,10346,1540,8662,55011,11212,8569,1979,10658,5371,1445,8566,56061,8672,1890,3692,330,1630,51441,55802,9308,25959,54187,8637,13669,4914,57664,7458,219988,5987,55662,5042,91544,64332,9343,25929,5728,1994,26986,5184,1499,1981,1025,3313,149628,55308,6428,57521,56478,8661,329,445,23357,63891,2332,6999,3676,1973,2100,10273,10146,3329,8761,6198,1978,51633,8665,1780,23392,7538,11108,3316,10598,9401,2475,2099,1656
90362	F	994,8844,65220,63876,58480,9846,49854,6242,55667,51133,51307,57622,57706,4943,55789,5316,83541,85360,23380,9833,1453,10749,79109,84451,1781,9201,1454,4301,27005,51474,9462,144100,23677,56917,64599,9759,4763,11077,27332,9223,284615,23031,57460,5127,9470,10420,1994,90102,27373,7074,116987,25776,25962,23303,117177,9644,135295
9352	F	25813,4646,1434,9512,7919,1192,7979,7337,5702,5701,5719,55011,5236,7112,7328,56888,2950,51377,10575,4609,10628,54431,23787,-,728970,5034,25980,6647,7167,91137,856924,92014,10213,5886,4914,9588,5621,8945,51110,112812,81605,9343,10651,9927,7874,11260,7182,9918,7414,5708,5714,51690,5771,7072,2317,84864,43740577,5709,9125,5706,851676,43740578,23677,10130,8078,50,43740572,2318,10576,5707,4706,821,23019,3418,43740569,84681,5713,7316,8878,9097,1915,84817,2810,10600,5700,66413,2653,79651,5710,9446,23392,3315,5394,81858,5718,9380,43740570,11047,85451,5682,1660,7157,43740571,22948,57175,8729,523,5687
5725	F	1791,7706,8726,2335,54542,407026,406952,2058,9055,406950,56339,2972,4869,3921,5862,9636,2932,27336,23543,10521,4691,1540,7919,8450,149041,407046,6625,55366,3190,10112,10241,3184,9782,4904,1107,1108,407014,55832,3028,55011,7412,83987,6095,7965,7112,652,406976,406906,6430,9968,10658,9416,6733,554210,10644,54443,6421,4609,406951,9978,6047,23,406980,58157,406948,3191,672,407041,9690,3872,407021,8892,2263,406881,6045,2177,407050,25980,330,5905,56681,406985,10482,4851,9820,8290,648,10413,406937,4171,1355,6117,10213,4914,5160,57664,406916,25873,406888,10,3181,11060,6780,406984,1017,9246,407040,406891,2197,9928,407044,26270,406988,1738,407024,406882,407035,9343,2534,79722,23070,9325,1994,57721,55054,83732,409,406887,100316904,87178,124245,406947,10987,6520,1981,3182,23512,2256,10551,7182,4841,406983,407025,406991,6232,10059,1025,678,27292,1111,3313,84856,406899,23435,10014,9040,3309,202299,8531,7443,406929,6118,9444,4343,29978,71766,57521,5499,6626,2521,3575,23363,2931,406903,574033,498,7284,406982,406996,11113,407045,8091,3192,988,43740578,407048,25920,407043,6201,406890,902,406885,322,8065,407006,5162,3676,374354,406977,8454,506,821,3091,10146,11331,4940,407047,43740569,6615,951475,1618,54039,406900,92421,7316,406884,1843,406901,10594,10614,406930,406904,406989,29117,80775,10586,407054,3178,56916,5861,10949,407049,38,406889,5859,3783746,57787,407051,4843,509,5684,8241,4193,406905,574031,5245,407007,406981,6709,3159,3315,78990,406886,26517,9987,10250,1407,406883,9868,79782,7080,3608,6657,406915,30968,677770,9401,406932,9255,406933,5093,406979,55090,406935,574411,8452,347902,43740571,406949,220988,11338,25962,8359,81533,23383,5094,5725,406953,6119,574032,407042
6123	F	6138,101929876,92421,6230,25793,5771,9055,6124,6231,6144,9045,6129,7803,8761,9212,6143,6217,6224,6203,6157,57664,6187,25873,55765,11113,1894,10112,6142,9908,6130,51574,25865,6156,8898,6137,6194,9928,6228,6222,6141,6125,54443,6135,6132,9349,6147,6152,6128,6170,6155,6168,4961464,6133
9739	F	10762,5591,9219,74355,283899,155871,5929,5430,3303,1108,27339,79155,2037,1896,9578,8335,8607,4609,8812,10915,6604,4176,25957,672,4751,2275,3054,80335,3301,57664,7756,8085,1998,9126,3304,54665,26000,26094,1655,56852,5116,2033,126961,7182,4288,23512,10013,84844,5831,8350,30827,10314,11091,10106,10155,6737,7158,259282,79658,7391,9070,5928,2274,142,6594,10664,23481,2100,79026,817,29915,23067,23136,1457,3018,2810,1387,7165,4192,8473,51434,57669,6434,11335,10856,728505,57654,7157,3275,8359,25962,84661,57680,74322
55508	F	53826,401152,4012,7274,9531,599,200232,64755,55454,2867,527,56063,51324,136263,85025,663,2848,58515,81853,638,80148,5354,7485
2660	F	10272,93
55869	F	8726,7249,55275,6252,79718,5501,51035,9656,8350,8290,8895,3320,9040,8131,1642,26225,10483,155807,4928,10642,10735,7841,23293,23381,120,4311,8243,60684,11311,2530,51693,9696,54927,9919,7170,375,3308,9126,81876,56890,27342,7248,55832,126003,121504,5566,64924,22872,54993,10425,6840,58,1385,863,3191,862,8359,3187,9730,2101,51112
7410	F	6767,7706,9412,105988,22938,134218,7064,2517,55257,57448,4233,23126,7273,6733,12464,5159,8672,3191,4088,79711,26130,2549,51750,1956,23142,5886,9859,4914,57664,72654,7203,8651,9689,2534,10808,1994,6954,9240,3187,1500,10551,8428,2066,10946,25820,2064,51652,64844,17196,676,10309,6895,51593,344148,930,27297,26135,2885,259282,3185,84640,10576,868,55274,5577,5495,2065,867,7165,6850,5930,960,103733,10277,2339,367,80124,9990,25962,10040
128239	F	112399,9055,29781,63976,10010,5824,29117,4620,51562,4790,22920,69259,1956,58513,8881,4914,1080,7415,10155,55366,5829,9493,6780,2122,23059,54101,55716,7288,79782,6657,23765,54443,4609,805,4637,51548,55195,9657,55871,1994,998,20595,2100,23178,3091,2099,67052,69535,10551,9798,5879,1410
256815	F	83851,26984,240,29100,599,80221,94103,598,55266,283578,81853,64127
55313	F	43740578,43740571,5213,25913,43740574,8301,4171
261726	F	5516,25895,51122,5335,23135,6723,112399,3476,5537,80724,55600,1434,4436,54939,2547,9912,2517,1850,5531,4914,55291,5052,29101,5621,5518,84236,5515,23616,9615,79651,6993,79716,7511,29066,79892,51377,9401,24672,9775,23603,3376,7174,138639,7389,10075,8452,31,64083,6652,7001,4000,51520,255758,151987,57175,8729,523
8870	F	5526,2740,5594,5621,4193,7009,340554,359,51075,5527,493856,2274,5371,973,51661,6449,26266,5524,3187,5595
2821	F	51031,9636,682,372,2932,1192,8659,5239,26136,5803,79155,51181,5236,7334,3949,9669,27044,3978,210,4609,6047,27373,6652,58157,54625,10890,-,5605,672,3845,254863,107242,8493,25980,6647,3169,330,5358,9820,7167,10413,54187,7297,9531,18,4914,9588,1080,57664,23065,7756,2023,1017,51110,65018,100,112812,9343,283377,1431,4707,553115,5464,10551,49860,2271,2230,6182,7024,678,2923,8895,9040,162466,2237,2806,202299,2027,57521,5294,5590,2521,25796,23363,132001,11113,43740574,2098,9694,51727,43740578,142685,8835,84311,50,43740572,10075,4706,2139,9948,3418,43740569,92421,9738,6390,3251,51400,2653,5753,6629,267,84461,5036,10131,10327,7086,4056,43740570,160760,90956,1849,43740571,11338,5111,10015,310,25962,152185,54936
4846	F	6767,2639,22806,54536,10989,5664,4110,51070,4846,207,25959,3320,140545,88,3020,55072,51013,2983,55165,51061,1995,348,8841,2801,9524,24242,55361,81,2202,51024,22976,30008,5663,23411,1994,5524,2,22983,5654,11140,60,815,7372,115677
63976	F	200081,9181,11316,128239,26354,522,55226,9555,823,63976,5955,9219,57459,3030,23191,55210,10096,5356,83858,5515,1108,8467,50809,10432,5701,51637,8970,154313,4704,5033,6125,4673,9584,55781,1460,11168,1213,3838,862,4176,6651,1315,4088,84450,488,10607,152206,145282,11146,51202,8290,6184,4722,6749,11043,476,515,6117,8087,84946,10476,92609,53615,8664,10916,9524,3065,84260,4131,10528,23517,395635,6233,51602,3646,1459,9093,9688,55858,10097,84617,10657,409,126961,6520,9513,25803,55023,10733,10989,9377,8350,3309,9031,6632,23397,8663,51386,54555,5709,26168,4697,3310,7284,4175,5211,1488,988,80232,6201,6497,13017,9551,5928,54881,55717,142,10623,1314,7520,5162,54815,408,10121,11198,7277,10783,10005,5981,10165,25939,10061,7251,7507,7023,1457,1537,7204,9667,4087,5214,4641,539,5500,1173,7150,10270,5931,3159,1487,9112,10049,23196,29128,8402,11335,57187,3066,22974,114823,8907,91694,1656
11103	F	1736,4839,26354,9055,10282,3921,57062,6129,2253,66489,54606,11056,84365,149041,8450,6625,6187,84154,10112,57332,23567,1107,1108,56342,55832,8335,6222,54443,55661,6135,85437,4609,115004,25879,57506,2130,25862,389421,6045,10607,26574,2177,330,6732,3609,10482,6188,648,2091,57664,5604,6191,9493,6780,79050,79159,8638,10528,28960,51547,9933,9343,51602,3014,3428,22976,83732,124245,7182,79753,23512,8886,3024,8350,6189,23363,2794,55771,26135,6193,6208,3192,51574,6201,6194,79727,134430,3010,10969,84549,23481,2100,7048,6128,29777,705,51154,10614,56257,8766,23212,84101,84135,90441,3008,4332,54998,73708,6205,26576,23032,9401,8452,23029,56829,2099
54867	F	7706,11120,54491,51259,27257,768,43740573,5798,55716,203260,81929,43740568,6047,11168,8482,-,3845,27076,11045,91137,7097,22196,57664,269966,55454,8795,103468,26270,3812,26123,1489676,83440,130574,80975,3187,4288,57122,23770,43740577,55177,11113,43740574,4978,43740578,65258,22901,55790,43740572,5770,8788,9972,4893,1800,43740569,19386,10653,7982,57613,3163,433,7096,64755,2817,100088,64219,3117,3837,129401,939,353174,7080,43740570,1489675,79867,43740571,8359,2099,9956
56455	F	84085,5516,140735,3161,1778,64764,11011,6801,85369,51143,10615,25959,256364,9202,91754,9874,23060,81545,9203,83658,89891,4899,25843,10238,83989,11235,1781,7158,23186,5518,29888,10494,84930,5515,23189,7227,23255,29966,23074,6622,55917,55149,81610,90417,51765,5576,55112,140710,55109,8655,7750,55758,1667,3066,55626,113263,4057,10243,5304,6500,5284,25792,4353,23515,126917,23028
57459	F	7706,8726,4799,9555,63976,3841,9219,7468,8338,155871,90850,10241,2122,1107,1108,114142,57699,8932,7185,55810,4609,4772,10628,8099,2290,57692,58157,5573,29922,672,116870,23475,23613,6045,2177,22806,4851,29781,11315,203259,80321,8353,4914,84619,57664,53615,11030,5987,100130827,2801,4773,9447,6046,13445,3065,3836,3014,4543,115426,94234,27086,85509,3187,23512,6941,6613,26038,2307,861,2074,8350,51222,51105,149628,23942,8881,140685,83878,57096,11113,79084,10363,51574,9189,70,5928,2274,152485,54815,22890,2100,10009,56159,2296,140858,83746,10320,10614,1032,63940,93986,8349,4087,4695,54677,5931,5565,10197,9112,4701,6942,73708,57504,6657,9401,3066,17191,51548,10811,7157,8359,3015,2099,27185
71805	F	
83853	F	83853,10566,10142,53340,27156,84707,9495,9465,158798,83861
1845	F	7368,1843,1844,11017,2244,5594,8573,11160,1956,51266,1845,27161,665,2194,51207,11072,57664,4760,151188,2961,7284,22934,22820,11266,139818,84376,10613,8891,150274,10128,1994,5595,22978,146562,4222,5708
10521	F	200081,54542,8726,2335,25793,4799,9055,2353,1408,6631,5510,202559,850580,9636,9212,11052,10181,140890,10521,11190,149041,27257,1540,5300,6625,8450,3189,5430,55366,55131,6787,3190,10112,9782,1107,79038,1108,2122,8841,55832,11273,10432,79155,55011,11212,22944,7412,83987,5903,84708,7112,4738,54443,6421,4609,83444,-,2622,3191,10174,2130,11140,11130,8175,3312,8148,672,79876,5789,2177,4154,25980,330,22985,51119,9820,4851,10413,6929,5635,93185,1058,4171,103,6117,7514,10213,4914,6199,57664,80145,55072,11060,9493,10625,6780,1017,51507,3065,65018,9928,26270,60491,10450,5339,9343,3068,7536,23070,9775,1655,155030,3611,6606,975,1994,57721,10657,83732,6601,23360,124245,2033,3187,56252,10987,1499,9513,326,10551,7182,399693,7189,6613,1025,278,7024,861,2923,51070,2074,23435,10014,10612,8850,6118,6428,8506,10155,2521,84557,23363,26168,11113,2885,51574,988,55742,70,322,6311,10291,64175,5978,7520,150274,3676,10262,8454,10664,5468,5936,51741,23558,83932,55294,7428,705,6426,6615,951475,92421,7316,100288687,5501,3329,1457,1915,10594,30011,10614,9097,29117,1387,5347,56916,10492,2547,56257,5859,10921,54487,3783746,25836,1665,5753,1894,4116,8241,4193,6871,7150,5245,233908,110809,155908,8453,79782,11124,3383,73708,64783,4174,271,6657,677770,243846,9401,3066,369,1984,3494,1660,10425,4520,8452,5071,55787,11338,220988,3493,2099,51729,8359,81533,23383,128866,5725,1656,6119,3178
2661	F	3009,26232,10301,53826,78987,3609,6303,5272,5873,1785,10381,11243,2783,64856,27258,3835,8575,25843,10912,345651,56144,659,29888,51319,4629,7083,57761,347688,1031,5717,333,1026,5833,6637,9477,54443,26292,91056,2290,6606,55643,51019,80228,6279,310,7277,6997,10200,5050,23028
51227	F	9091,80731,207063,55266,161145,8818,57228,43740578,29914,5283,3684,375612,51024,5355,5770,192683,5277,4815,328,5354,56913,84314,51124
944	F	545,64093,285761,23412,50937,5771,147015,50512,1949,27302,116442,5188,29985,2153,132001,256471,4283,3045,1605,27348,54910,4833,100506658,79465,29785,124936,4752,1947,943,409,65010,80329,8744,3040,53834,5802,976,80328
23191	F	7706,63976,1540,4691,2782,57624,2122,9138,118472,100529261,55011,5778,215819,4609,10915,6047,115004,7014,84062,3312,340527,222950,3845,55660,10413,7013,64072,7430,8087,4914,23113,57664,92609,11060,6780,91544,9343,68153,8522,3265,10810,10120,1499,9513,121457,84759,1639,10787,5979,3071,170302,7534,57520,10006,10155,56150,8440,51574,70,322,286942,2332,155185,208263,23277,9781,2100,4893,28969,23624,51741,9322,222546,5501,7178,7533,69259,10152,10458,57787,94134,114336,80258,10618,200728,5786,6344,51474,8936,10163,54874,1452,23026,5111,25962,4287,4222,2099,89884,155061
